"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report"
"80305NTNLN325BR","NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER (US DEPARTMENT OF COMMERCE)","325 BROADWAY ST - MC 173.02, BOULDER,CO 80305","Mercury","921190: Other General Government Support","1.03",".02","-97.67%","Source Reduction: Source Reduction - A Mercury reduction campaign has been in effect for over ten years. Unwanted mercury is managed as hazardous or universal waste and disposed/recycled. In addition, older plumbing is replaced eliminating potential sources.",""
"80305NTNLN325BR","NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER (US DEPARTMENT OF COMMERCE)","325 BROADWAY ST - MC 173.02, BOULDER,CO 80305","Lead","921190: Other General Government Support",".15",".28","86.67%","Other Environmental Practices: Recycling - Personnel with unwanted lead are encouraged to have it collected for disposal or recycling as appropriate. Solid lead is managed for recycling as scrap metal when no longer useful.Source Reduction: Source Reduction - The use of lead-containing materials is discouraged.",""
"15349MRGNT303ME","MORGANTOWN TECHNICAL SERVICES INC (SWANSON INDUSTRIES INC)","303 MEADOW RIDGE RD, MOUNT MORRIS,PA 15349","Ethylene glycol","811310: Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main","2,744.00","4,259.00","55.21%","Source Reduction: W39: Other spill or leak prevention",""
"83012SNTLPPBX17","US NATL PARK SERVICE GRAND TETON NATIONAL PARK (GRTE) (US DEPARTMENT OF THE INTERIOR)","GRAND TETON NATIONAL PARK, MOOSE,WY 83012","Lead","712190: Nature Parks and Other Similar Institutions","110.21","116.84","6.02%","Source Reduction: Source Reduction - Grand Teton utilizes ""green"" frangible ammunition for all trainings through out the course of the year.",""
"94952SCSTG599TO","US COAST GUARD TRAINING CENTER PETALUMA (US DEPARTMENT OF HOMELAND SECURITY)","599 TOMALES ROAD, PETALUMA,CA 94952","Lead","611513: Apprenticeship Training","120.00","118.00","-1.67%","Source Reduction: W19: Other changes in operating practices - U. S. Coast Guard Training Center Petaluma is a former U. S. Army installation from 1942 to 1971 and several family housing units and other buildings on this property have items that contain lead based paint.  The U. S. Coast Guard has instituted a Safe Homes Initiative to remove all know lead based painted wood trims and other items identified in the individual housing unit Lead, Asbestos and Radon analytical surveys.  The Small Arms Firing Range has converted from firing leaded ammunition to using Frangible Ammunition,  Lead contamination still exist in the earthen berms around the Small Arms Firing Range and will be monitored and managed until the U. S. Coast Guard decides to close down the operation of the Small Arms Firing Range. Methods to Identify SR Opportunities: T11 : OTHER - Refer to previous comments above.   Source Reduction: Source Reduction - U. S. Coast Guard Training Center Petaluma is currently in the process of looking at a proposal to install a 5 - megawatt solar power array, with the intent to provide electrical power tot he entire facility and in off peak times provide excess electrical power back into the local utilities power grid.  This project will have two (2) new Tier three (3) or Tier four (4) emissions complaint diesel fueled electrical generators and allow for the removal of several older lower Tier one (1) and Tier two (2) permitted emergency generators  and reducing the amount of air emissions and particulate matter released into the air.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Mercury compounds","562998: All Other Miscellaneous Waste Management Services","32,946.28","286.00","-99.13%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Maleic anhydride","562998: All Other Miscellaneous Waste Management Services","173,990.00","15,791.00","-90.92%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Hydrogen fluoride","562998: All Other Miscellaneous Waste Management Services","724.00","98.00","-86.46%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Ethylene glycol","562998: All Other Miscellaneous Waste Management Services","1,009.00","259.44","-74.29%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Chromium compounds (except for chromite ore mined in the Transvaal Region)","562998: All Other Miscellaneous Waste Management Services","1,073,997.00","298,161.80","-72.24%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Methanol","562998: All Other Miscellaneous Waste Management Services","24,942.00","10,446.08","-58.12%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Polycyclic aromatic compounds","562998: All Other Miscellaneous Waste Management Services","900.00","423.00","-53%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Benzo[g,h,i]perylene","562998: All Other Miscellaneous Waste Management Services","105.00","54.00","-48.57%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Certain glycol ethers","562998: All Other Miscellaneous Waste Management Services","124,269.00","66,143.24","-46.77%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Phenol","562998: All Other Miscellaneous Waste Management Services","22,467.00","12,090.54","-46.19%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Dibutyl phthalate","562998: All Other Miscellaneous Waste Management Services","97,820.00","61,648.44","-36.98%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Nickel compounds","562998: All Other Miscellaneous Waste Management Services","134,377.00","110,569.20","-17.72%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Cobalt compounds","562998: All Other Miscellaneous Waste Management Services","13,396.10","12,462.32","-6.97%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Styrene","562998: All Other Miscellaneous Waste Management Services","37,129.00","40,206.00","8.29%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
"48211SLCTY1923F","EQ DETROIT INC (US ECOLOGY INC)","1923 FREDERICK ST, DETROIT,MI 48211","Polychlorinated biphenyls","562998: All Other Miscellaneous Waste Management Services","25.00","33.00","32%","Other Environmental Practices: Recycling - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Other Environmental Practices: Energy Recovery - This is a hazardous waste Treatment Storage and Disposal Facility (TSDF).  Wastes that qualify are sent for energy recovery or recycling.Barriers to P2: This is a TSDF and the chemical quantities are dependent on the waste received from our customers which varies.",""
