OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CA,USGS California Water Science Center,USGS-10336698,"THIRD CK NR CRYSTAL BAY, NV",Stream,,16050101,6.05,sq mi,,,39.24046325000000,-119.9465774000000,24000,1,seconds,Interpolated from MAP.,NAD83,6234.03,feet,1,feet,Level or other surveyed method.,NGVD29,US,32,031,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10336700,"INCLINE CK NR CRYSTAL BAY, NV",Stream,,16050101,6.74,sq mi,,,39.24018550000000,-119.9449106000000,24000,1,seconds,Interpolated from MAP.,NAD83,6246.90,feet,1,feet,Level or other surveyed method.,NGVD29,US,32,031,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10336790,TROUT C A SOUTH LAKE TAHOE CA,Stream,,16050101,40.4,sq mi,,,38.93213000000000,-119.9787926000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,017,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11048175,AGUA CHINON WASH A PORTOLA SPRINGS RD NR IRVINE CA,Stream,,18070204,2.1,sq mi,,,33.68708330000000,-117.6954167000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,590,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,059,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11074000,SANTA ANA R BL PRADO DAM CA,Stream,,18070203,2258,sq mi,1490,sq mi,33.88334875000000,-117.6453296000000,24000,5,seconds,Interpolated from MAP.,NAD83,451.58,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,065,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,Stream,,18040003,13539,sq mi,,,37.67604060000000,-121.2663293000000,24000,1,seconds,Interpolated from MAP.,NAD83,25,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447650,SACRAMENTO R A FREEPORT CA,Stream,,18020163,,,,,38.45601954000000,-121.5013437000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11453000,YOLO BYPASS NR WOODLAND CA,Stream,,18020163,,,,,38.67768170000000,-121.6441266000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455261,ULATIS C A BROWNS RD NR ELMIRA CA,Stream,,18020163,,,,,38.30657870000000,-121.7946815000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11516530,KLAMATH R BL IRON GATE DAM CA,Stream,,18010206,4630,sq mi,,,41.92791865000000,-122.4441882000000,,5,seconds,Interpolated from MAP.,NAD83,2162.44,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,093,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11520500,KLAMATH R NR SEIAD VALLEY CA,Stream,,18010206,6940,sq mi,,,41.85373790000000,-123.2322733000000,24000,5,seconds,Interpolated from MAP.,NAD83,1313.78,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,093,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-332748116063401,008S008E24E001S,Well,,18100204,,,,,33.46327778000000,-116.1095833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-85,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19740219,500,ft,508,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-332759116061101,008S008E24B001S,Well,,18100204,,,,,33.46631389000000,-116.1029860000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,-130,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19850911,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333220115564401,007S010E28B001S,Well,,18100204,,,,,33.53904167000000,-115.9470222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-130,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20070503,400,ft,400,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333220116053701,007S009E30D003S,Well,,18100201,,,,,33.53888889000000,-116.0937222000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,-209,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19970508,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333246116064901,007S008E23J001S,Well,,18100204,,,,,33.54601389000000,-116.1137250000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,-193,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19911107,460,ft,462,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333408116102601,007S008E17C001S,Well,,18100201,,,,,33.56886110000000,-116.1739444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-102,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19990921,600,ft,607,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333519116135401,007S007E02M001S,Well,,18100201,,,,,33.58861110000000,-116.2318056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-56,feet,10,feet,Interpolated from topographic map.,NAVD88,US,06,065,,,,19971001,470,ft,569,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333537116135101,007S007E02E001S,Well,,18100201,,,,,33.59355556000000,-116.2308056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-76,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19990719,417,ft,417,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333547116061201,007S008E01B001S,Well,,18100201,,,,,33.59630556000000,-116.1033889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-166,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20170221,500,ft,510,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333612116105601,006S008E31J001S,Well,,18100201,,,,,33.60336110000000,-116.1821944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-124,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20170209,500,ft,510,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333644116094701,006S008E33D001S,Well,,18100201,,,,,33.61213889000000,-116.1630000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-134,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20170702,502,ft,520,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333709116113601,006S008E30L001S,Well,,18100201,,,,,33.61922220000000,-116.1934167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-102,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,600,ft,616,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333738116065701,006S008E26A001S,Well,,18100201,,,,,33.62727778000000,-116.1157222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-130,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-333818116072601,006S008E23F,Well,,18100201,,,,,33.63827778000000,-116.1238056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-120,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19960620,560,ft,560,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333826116114501,006S008E19D003S,Well,,18100201,,,,,33.64069444000000,-116.1958610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-86,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19910730,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-333934116074301,006S008E11N001S,Well,,18100201,,,,,33.65936110000000,-116.1285000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-106,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19970623,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334029116241001,006S006E06L001S,Well,,18100201,,,,,33.67483330000000,-116.4028083000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,919,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19841011,725,ft,725,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334031116151201,006S007E04J003S,Well,,18100201,,,,,33.67530556000000,-116.2533056000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,19,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20011114,500,ft,505,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334110116091301,005S008E33Q001S,Well,,18100201,,,,,33.68622500000000,-116.1536110000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,-77,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19891201,250,ft,250,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334114117544901,005S010W34Q004S,Well,,18070203,,,,,33.68727778000000,-117.9135278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,30,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,059,California Coastal Basin aquifers,,,19830701,1060,ft,1093,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334147117542001,005S010W34H010S,Well,,18070203,,,,,33.69625830000000,-117.9056278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,32,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Confined single aquifer,19940418,600,ft,612,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334231117573101,005S010W30K005S,Well,,18070203,,,,,33.70862910000000,-117.9595032000000,,1,seconds,Interpolated from MAP.,NAD83,28,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,059,California Coastal Basin aquifers,Quaternary Alluvium,Confined single aquifer,19960925,366,ft,385,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334327117511501,005S009W19H001S,Well,,18070204,,,,,33.72411110000000,-117.8542222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,78,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,059,California Coastal Basin aquifers,,,19670925,1152,ft,1186,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334350117553201,005S010W21B004S,Well,,18070201,,,,,33.73062220000000,-117.9255972000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,56,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Confined single aquifer,19771204,844,ft,920,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334418117573301,005S010W18G001S,Well,,18070201,,,,,33.73835039000000,-117.9600588000000,,1,seconds,Interpolated from MAP.,NAD83,40,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,059,California Coastal Basin aquifers,Quaternary Alluvium,Confined single aquifer,19850907,1135,ft,1209,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334436117553601,005S010W16B003S,Well,,18070201,,,,,33.74336667000000,-117.9266610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,66,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Confined single aquifer,19620911,972,ft,981,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334449116093901,005S008E09N001S,Well,,18100201,,,,,33.74700000000000,-116.1609167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,140,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,126,ft,126,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334501118013001,005S011W09J002S,Well,,18070201,,,,,33.75037500000000,-118.0249360000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,24,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Confined single aquifer,19750502,891,ft,930,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334504117491901,005S009W09K001S,Well,,18070204,,,,,33.75099444000000,-117.8220722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,142,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Unconfined single aquifer,19840701,1180,ft,1470,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334510116173601,005S007E07G001S,Well,,18100201,,,,,33.75291667000000,-116.2934167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,97,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20120207,600,ft,605,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334527116162501,005S007E08B003S,Well,,18100201,,,,,33.75744444000000,-116.2736667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,58,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19971002,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334542117500501,005S009W05R001S,Well,,18070204,,,,,33.76168400000000,-117.8356109000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,06,059,California Coastal Basin aquifers,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-334552118020201,005S011W04L001S,Well,,18070201,,,,,33.76522220000000,-118.0339444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,22,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,059,California Coastal Basin aquifers,,,19981012,880,ft,930,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334609117530401,005S010W01E003S,Well,,18070203,,,,,33.76919444000000,-117.8844722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,123,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Unconfined single aquifer,19870716,1310,ft,1510,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334631117504101,004S009W32P002S,Well,,18070204,,,,,33.77531667000000,-117.8446472000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,200,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Unconfined single aquifer,19920818,1300,ft,1510,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334854116201601,004S006E22A001S,Well,,18100201,,,,,33.81486110000000,-116.3379167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,245,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20150301,400,ft,400,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334907116224801,004S006E17P002S,Well,,18100201,,,,,33.81858330000000,-116.3799444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,237,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19911120,500,ft,500,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-334934116204201,004S006E15F001S,Well,,18100201,,,,,33.82611110000000,-116.3448889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,271,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20061222,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335008116135301,004S007E10J001S,Well,,18100201,,,,,33.83558330000000,-116.2315278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1164,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19640330,493,ft,493,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-335037116183801,004S006E12H004S,Well,,18100201,,,,,33.84361110000000,-116.3105833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,618,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,19800712,100,ft,100,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-335145117494101,003S009W33K006S,Well,,18070106,,,,,33.86238889000000,-117.8281667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,250,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,059,California Coastal Basin aquifers,,,,420,ft,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335210117422801,003S008W34G002S,Well,,18070203,,,,,33.86947220000000,-117.7078333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,381,feet,12,feet,Reported method of determination.,NGVD29,US,06,059,California Coastal Basin aquifers,Alluvium,Unconfined single aquifer,19690725,98,ft,98,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-335344116272501,003S005E22M008S,Well,,18100201,,,,,33.89562500000000,-116.4569250000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,785,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,20010104,300,ft,300,ft,NWIS
USGS-CA,USGS California Water Science Center,USGS-335403116273901,003S005E21A001S,Well,,18100201,,,,,33.90083330000000,-116.4608610000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,795,feet,5.4,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-335430116484701,003S002E18K001S,Well,,18100201,,,,,33.90834915000000,-116.8139078000000,24000,5,seconds,Interpolated from MAP.,NAD83,1825,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,065,Basin and Range basin-fill aquifers,,,1935,304,ft,,,NWIS
